iter	F1	Logloss
176	0.78426385	0.5916272933
177	0.784217016	0.5915637848
178	0.7842011082	0.5915102147
179	0.7842692462	0.5913955686
180	0.7843418028	0.591249469
181	0.7842937629	0.5911722649
182	0.784228605	0.5911097791
183	0.7842854677	0.5910174842
184	0.7842600823	0.5909619481
185	0.7843291246	0.5908838009
186	0.7843353891	0.5907931706
187	0.7844086787	0.5907217742
188	0.7844117495	0.5906225918
189	0.7844051551	0.590529168
190	0.784370965	0.5904465991
191	0.7844581872	0.5904111128
192	0.7845642222	0.5903644206
193	0.7844668582	0.5902710766
194	0.7845834179	0.5901983066
195	0.7846425686	0.5901064753
196	0.7846678274	0.5900236826
197	0.7846958175	0.5899468523
198	0.784702268	0.5898769615
199	0.7847439465	0.5898013835
200	0.7847462097	0.5896710757
201	0.7848176798	0.5895960385
202	0.7847853822	0.5895524674
203	0.7848475676	0.5894643204
204	0.7848181193	0.5893916125
205	0.7847478156	0.5893123402
206	0.7848955405	0.5892442698
207	0.7849000446	0.5891788995
208	0.7849565639	0.589133519
209	0.7849549366	0.5890898364
210	0.7849418159	0.5890243272
211	0.7850134813	0.5889659971
212	0.7850263398	0.588890927
213	0.7852057664	0.588850782
214	0.7852901461	0.5887596578
215	0.7853031549	0.5886887587
216	0.7853461593	0.58861177
217	0.7854027485	0.5885624726
218	0.7854453878	0.5885102277
219	0.7854573784	0.5884661408
220	0.7854211401	0.5884220291
221	0.7853979715	0.5883531773
222	0.7854536325	0.5882847876
223	0.7854208601	0.5882408026
224	0.7853942167	0.5881914883
225	0.785458859	0.5881423039
226	0.7854773761	0.5880594168
227	0.7855401444	0.5880047591
228	0.7854826068	0.5879632054
229	0.7855314837	0.5878993332
230	0.785531126	0.5878208409
231	0.7856035073	0.587745559
232	0.7856892167	0.5876760419
233	0.7856285453	0.5876434608
234	0.7856991181	0.5875962689
235	0.7856926131	0.587525292
236	0.7857700109	0.5874580642
237	0.7857808524	0.5874378542
238	0.7856730915	0.5873938749
239	0.7856588425	0.5873338775
240	0.7856622557	0.5872884513
241	0.7856740184	0.5872190853
242	0.7857427838	0.5871691597
243	0.785702203	0.5871009429
244	0.7857161448	0.5870657767
245	0.7857263686	0.5870158242
246	0.7857421689	0.586939026
247	0.7858066195	0.5868785632
248	0.7858351337	0.5868177764
249	0.7858425816	0.5867593339
250	0.785942991	0.5867041333
251	0.7859315408	0.5866608038
252	0.7859619282	0.5865969021
253	0.7859954261	0.5865464914
254	0.785986476	0.5865032706
255	0.785988367	0.586435717
256	0.7860234332	0.5863776281
257	0.7860333668	0.5863430276
258	0.7860492176	0.5862782555
259	0.7860737126	0.5862120671
260	0.7861097	0.5861534347
261	0.7861293264	0.5861168381
262	0.7861823962	0.5860467273
263	0.7862106708	0.585991372
264	0.7862299012	0.5859571349
265	0.7862246294	0.5859038801
266	0.7862560271	0.5858506009
267	0.7862852774	0.5858136404
268	0.78632189	0.5857634005
269	0.7865008449	0.5857112053
270	0.7864420625	0.5856297913
271	0.7865952768	0.5855815202
272	0.786600259	0.5855231748
273	0.7866058236	0.5854593333
274	0.7867031678	0.5854168744
275	0.7867333591	0.5853604157
276	0.7867666872	0.5852602674
277	0.7867695317	0.5852308227
278	0.7868808277	0.5851626901
279	0.7868564522	0.5851023872
280	0.7869100523	0.5850293242
281	0.7869070605	0.5849536768
282	0.7870009091	0.5849084393
283	0.7870212905	0.5848239312
284	0.7870680918	0.5847612752
285	0.7871225964	0.5847160455
286	0.7871051945	0.5846764283
287	0.7870829635	0.5846453259
288	0.7871649843	0.5846061174
289	0.7871567378	0.584564469
290	0.7871078365	0.5845102371
291	0.787125136	0.5844519129
292	0.7871820877	0.5843989657
293	0.7872297821	0.5843458379
294	0.7872120914	0.5843055503
295	0.7872386741	0.5842819
296	0.7872013377	0.5842199444
297	0.7871893808	0.5841730703
298	0.787251926	0.5841311274
299	0.7872996516	0.5840770702
300	0.7871991915	0.5840470566
301	0.7871748062	0.5840032729
302	0.7871844372	0.5839545929
303	0.7871823031	0.5839172758
304	0.7871640321	0.5838801956
305	0.787245356	0.5838567048
306	0.7872555601	0.5837943857
307	0.7872116898	0.5837722237
308	0.787305739	0.5837412515
309	0.7873193872	0.5836923982
310	0.7873270021	0.5836604511
311	0.7873407345	0.5836355836
312	0.7873153203	0.5835914135
313	0.7873479998	0.5835548255
314	0.78736304	0.58352565
315	0.787387631	0.5834944138
316	0.7874135269	0.5834672087
317	0.78739395	0.5834156485
318	0.7874404565	0.5833694704
319	0.7875028355	0.5833108293
320	0.7875284654	0.583276913
321	0.7875094338	0.5832322693
322	0.7876022422	0.5831850652
323	0.7875617832	0.5831584407
324	0.7875871456	0.5831207182
325	0.7877439562	0.5830825578
326	0.787775684	0.5830608881
327	0.787722	0.5829682669
328	0.7877426194	0.5829434088
329	0.787732042	0.5829261242
330	0.7877566334	0.5828848285
331	0.787735458	0.5828213914
332	0.7877833149	0.582768067
333	0.7878187476	0.5827118909
334	0.7878097532	0.5826806273
335	0.7878510139	0.5826308936
336	0.7878607999	0.5825830392
337	0.7878560392	0.5825400973
338	0.7879364525	0.5825068005
339	0.7878872526	0.5824227942
340	0.7878928073	0.5823930417
341	0.7879007474	0.5823625544
342	0.7878610597	0.5823032391
343	0.7878409473	0.58223018
344	0.7878404109	0.5821661793
345	0.7878835521	0.582129387
346	0.7878856694	0.58210064
347	0.7878210812	0.5820443578
348	0.787839343	0.5819927258
349	0.7878589308	0.5819407077
350	0.7878549585	0.5818822728
351	0.7879121503	0.5818354608
352	0.7878822301	0.581802556
353	0.7879386358	0.5817546735
354	0.7880006293	0.5817210386
355	0.787966455	0.5816780156
356	0.7879677824	0.5816472218
357	0.7879455504	0.581606861
358	0.7880144442	0.5815647029
359	0.7880213343	0.5815238037
360	0.7880316696	0.5814345206
361	0.7880666442	0.581423885
362	0.7879943163	0.5813845119
363	0.7880346141	0.5813517864
364	0.7880274608	0.5813107426
365	0.7879609426	0.5812711017
366	0.7879336508	0.5812320625
367	0.7879413424	0.5811875362
368	0.7879625459	0.5811730456
369	0.7880004549	0.5811486885
370	0.7879795139	0.5811321634
371	0.7880166392	0.5810983373
372	0.788040245	0.5810685966
373	0.7880964463	0.5810250258
374	0.7881341103	0.5809668332
375	0.7881638063	0.5809115195
376	0.7881410439	0.5808775311
377	0.7880996972	0.5808498456
378	0.788135482	0.5808033327
379	0.788122763	0.580769648
380	0.7880957591	0.5807308211
381	0.7881008027	0.580714628
382	0.7881108903	0.5806771664
383	0.7881907063	0.5806399674
384	0.7881994591	0.5806063298
385	0.7882188184	0.5805912748
386	0.7882259752	0.5805611548
387	0.788241627	0.5805256837
388	0.7881957513	0.5804967816
389	0.7882029086	0.580475349
390	0.7882684547	0.5804376098
391	0.7882667134	0.580397045
392	0.7882380756	0.5803699062
393	0.7882574431	0.580315735
394	0.7882612065	0.5802746058
395	0.7882970059	0.5802493505
396	0.7882810892	0.5802324539
397	0.7882389001	0.5802183117
398	0.7883338879	0.5801699689
399	0.7883951871	0.5801455441
400	0.7884071424	0.5800970825
401	0.7884116864	0.580070885
402	0.7884101639	0.5800458465
403	0.7885062606	0.5800179473
404	0.7884969977	0.5799830207
405	0.7884783827	0.5799368084
406	0.7884834364	0.579913826
407	0.7885240302	0.5799002118
408	0.7885189759	0.5798845442
409	0.7885915006	0.5798352246
410	0.7886278924	0.579808121
411	0.7886714438	0.5797700166
412	0.7887117897	0.5797296224
413	0.7887036437	0.5796997395
414	0.7887172164	0.579665654
415	0.7887352324	0.579642187
416	0.788740045	0.5796084803
417	0.7887368366	0.5795804151
418	0.7887177106	0.5795662555
419	0.7887912531	0.5795486358
420	0.7888018643	0.5795219543
421	0.788817046	0.5794742661
422	0.7888085298	0.5794591593
423	0.7888824632	0.5794128247
424	0.7888624585	0.5793518711
425	0.788851603	0.5793280962
426	0.7889569853	0.579291817
427	0.7889466168	0.5792545355
428	0.7889917903	0.5791981997
429	0.7890037676	0.5791850956
430	0.7890245078	0.5791724714
431	0.7890000701	0.5791472932
432	0.7889963724	0.5791366793
433	0.788960598	0.5791100557
434	0.7889852787	0.5790987226
435	0.7890410719	0.5790889527
436	0.7890360063	0.5790797352
437	0.7890286115	0.5790613594
438	0.7890495949	0.5790183787
439	0.7890380225	0.5789928925
440	0.7891146329	0.5789599111
441	0.7891210712	0.5789452681
442	0.7891132018	0.5788971309
443	0.7891344262	0.5788672823
444	0.7891648884	0.5788549325
445	0.7892153856	0.578836206
446	0.7891932162	0.578810771
447	0.7891295392	0.5787920602
448	0.7891911317	0.5787690091
449	0.7891929326	0.5787381501
450	0.7892460017	0.5786762392
451	0.7892741465	0.5786486258
452	0.7892699818	0.578618951
453	0.7892662871	0.5785993221
454	0.7893170392	0.5785854277
455	0.7893151922	0.5785169322
456	0.7893324917	0.5784976474
457	0.789304344	0.5784671944
458	0.7893287979	0.5784569694
459	0.789404705	0.5784142409
460	0.7894459982	0.5783830156
461	0.789438151	0.5783620671
462	0.7894081543	0.5783548028
463	0.7894573018	0.5783351912
464	0.7894450728	0.5782998435
465	0.7894252269	0.5782406373
466	0.789411383	0.5782312263
467	0.7894420695	0.5782088334
468	0.7894247551	0.5781889583
469	0.7894272973	0.5781802794
470	0.7894185277	0.5781564569
471	0.7894589143	0.5781394698
472	0.7894833787	0.5780797891
473	0.7894607564	0.5780486366
474	0.7895403968	0.5780159476
475	0.7895537903	0.5779853514
476	0.7895778046	0.5779460708
477	0.7895764158	0.5779016037
478	0.7896002035	0.5778838318
479	0.78961775	0.5778425504
480	0.7896371421	0.5778171486
481	0.7896392148	0.5777586109
482	0.7896417698	0.577740888
483	0.7896891026	0.577712172
484	0.7896870311	0.5776915362
485	0.7897585711	0.577675886
486	0.7896648535	0.5776375029
487	0.7896450068	0.5776153712
488	0.7896662776	0.5775836551
489	0.7896886861	0.5775584369
490	0.7896923772	0.5775431339
491	0.7897062372	0.5775243652
492	0.7897027722	0.577515548
493	0.7896900793	0.5774764543
494	0.7897099675	0.577450685
495	0.7897231536	0.5774081288
496	0.7897425544	0.5773759284
497	0.7897407089	0.5773442912
498	0.7897908574	0.5773167956
499	0.7898271458	0.5772897147
500	0.7898567265	0.5772734582
501	0.7898334102	0.5772425011
502	0.7898701504	0.5772240256
503	0.7898764186	0.5771923203
504	0.7898942008	0.5771582162
505	0.7898849767	0.5771414487
506	0.7898859336	0.5771122441
507	0.7898912466	0.5770900009
508	0.7899069639	0.5770631433
509	0.7899245261	0.5770528451
510	0.7898797318	0.5770271416
511	0.7898529405	0.577004813
512	0.7898513178	0.5769653939
513	0.7898654137	0.5769120527
514	0.789880244	0.5768762005
515	0.7898659242	0.576850727
516	0.7898763307	0.5768296467
517	0.78985625	0.5767880241
518	0.7899158926	0.5767701215
519	0.7899364881	0.5767199848
520	0.7899559022	0.5767084308
521	0.7899695608	0.5766854105
522	0.7899619598	0.5766419189
523	0.7899892811	0.5766138721
524	0.7901276865	0.5765736857
525	0.7901282293	0.5765441896
526	0.7901032812	0.57651551
527	0.7901169483	0.5764884267
528	0.7901116329	0.576466598
529	0.7901430912	0.5764423774
530	0.7901042559	0.5764002262
531	0.7900962257	0.576377187
532	0.7900581377	0.5763387797
533	0.7900646448	0.5763065457
534	0.790052165	0.5762851145
535	0.7900362128	0.5762786593
536	0.7900388093	0.5762408498
537	0.7900367447	0.5762081889
538	0.7900478183	0.5761860411
539	0.7900381525	0.5761573951
540	0.7900555158	0.5761428261
541	0.7901082623	0.5761080503
542	0.790095563	0.5760883065
543	0.7900747253	0.5760813402
544	0.7901794544	0.5760505978
545	0.7902104972	0.5760243372
546	0.7901806514	0.5760107106
547	0.7902297082	0.5759860067
548	0.7902262348	0.5759463069
549	0.79022525	0.5758973762
550	0.790265514	0.5758759324
551	0.7902372989	0.5758569896
552	0.7903028705	0.5758352007
553	0.7903167667	0.5758167309
554	0.7903768891	0.5757892635
555	0.7903977353	0.5757610194
556	0.7903889436	0.5757501157
557	0.790370937	0.5757233463
558	0.7904024196	0.5757050758
559	0.790425111	0.5756951421
560	0.7904619132	0.5756502278
561	0.7904672306	0.5756348201
562	0.7904510683	0.5756242507
563	0.7904766092	0.5756096137
564	0.7904567599	0.5755936704
565	0.7904757717	0.5755755633
566	0.7904933603	0.5755660691
567	0.7905044145	0.5755455223
568	0.7905217938	0.5755210113
569	0.7905406	0.5754937541
570	0.7904894662	0.5754855008
571	0.7905524553	0.5754712272
572	0.7905295468	0.5754417446
573	0.7905575662	0.5754257828
574	0.790515016	0.575402399
575	0.790539768	0.5753767773
576	0.7905641044	0.5753539486
577	0.7905778044	0.5753174875
578	0.7905227695	0.5753003811
579	0.7905892495	0.5752831633
580	0.7905681788	0.5752776753
581	0.7905931406	0.5752579301
582	0.7906260721	0.5752465591
583	0.7906172753	0.5752370875
584	0.7906309793	0.575187082
585	0.7906446845	0.5751503068
586	0.790647751	0.5751153134
587	0.7906549127	0.5750959676
588	0.79065696	0.575078441
589	0.7906371111	0.575061049
590	0.790624835	0.5750306782
591	0.7906287253	0.5750019117
592	0.7906076522	0.5749894735
593	0.7906986974	0.574968696
594	0.7907056541	0.574945919
595	0.7907040172	0.5749230974
596	0.7907058585	0.5749000882
597	0.7906790547	0.5748645753
598	0.7906860114	0.5748349087
599	0.7907357308	0.5748154043
600	0.79072857	0.5748091834
601	0.7906864211	0.5747925673
602	0.7906913314	0.5747561394
603	0.7906626837	0.5747359071
604	0.7906502008	0.5747087138
605	0.7906770079	0.5746905999
606	0.7906770079	0.5746818569
607	0.7907455556	0.5746609811
608	0.7907492378	0.5746459804
609	0.7907504685	0.5746264164
610	0.790783621	0.574605374
611	0.7907828099	0.5745890414
612	0.7907826072	0.5745783403
613	0.7907864921	0.5745602994
614	0.7907973355	0.574540986
615	0.7908339713	0.5745188567
616	0.7908710115	0.5744997024
617	0.7908610053	0.5744791202
618	0.790885969	0.574465406
619	0.7909873039	0.5744288162
620	0.7909457812	0.5744121633
621	0.7909562247	0.5744049391
622	0.7909497084	0.574379354
623	0.7909945763	0.5743310979
624	0.7909945763	0.5743166887
625	0.790982091	0.5742881934
626	0.7910105435	0.5742750849
627	0.7909921412	0.5742476195
628	0.7909831374	0.5742312376
629	0.7910115921	0.5741801638
630	0.7910183595	0.5741381945
631	0.7910146791	0.5741161077
632	0.790995029	0.5740921637
633	0.791012641	0.5740716939
634	0.7910146791	0.5740525287
635	0.79102388	0.5740361428
636	0.7910924829	0.5740217678
637	0.7910605474	0.5739835099
638	0.7910970213	0.573960589
639	0.7911146336	0.573940413
640	0.7911775326	0.5739070123
641	0.791170565	0.5738813204
642	0.791115495	0.5738615844
643	0.7911591408	0.5738141059
644	0.791169593	0.573802153
645	0.791174722	0.5737793128
646	0.7911976607	0.573744806
647	0.7912216649	0.5737012407
648	0.7912284411	0.5736763552
649	0.7912282479	0.5736591765
650	0.7911973677	0.5736356677
651	0.7911683208	0.5736147394
652	0.7911802282	0.5735910268
653	0.7912044339	0.5735637355
654	0.7911904909	0.5735449771
655	0.7911616329	0.5735274304
656	0.7911280302	0.5735037727
657	0.7911779996	0.573491236
658	0.7911542715	0.573466167
659	0.7911774166	0.5734525078
660	0.7911937826	0.5734124869
661	0.7911561119	0.5733984891
662	0.7911901027	0.5733766981
663	0.7912407473	0.5733537794
664	0.7912550779	0.5733285208
665	0.7912635048	0.5733032024
666	0.7912383286	0.5732860101
667	0.7912491738	0.5732533476
668	0.791242008	0.5732400673
669	0.7912752269	0.5731936954
670	0.7912906296	0.5731670908
671	0.7912913971	0.5731262085
672	0.7912748425	0.5730709682
673	0.791299443	0.5730447543
674	0.7913390685	0.5730156923
675	0.7913497219	0.5729987585
676	0.7913870074	0.5729865845
677	0.791404067	0.5729445969
678	0.7914321603	0.5729250196
679	0.7914725573	0.5728717991
680	0.7914762335	0.5728636012
681	0.7914723694	0.5728512639
682	0.7914747712	0.5728390972
683	0.791476797	0.5728150057
684	0.791455116	0.5728014125
685	0.791460066	0.5727818992
686	0.7914554479	0.5727341513
687	0.7914857604	0.5727187868
688	0.7914857604	0.5726960296
689	0.7914925505	0.5726788487
690	0.7914978776	0.5726619725
691	0.7915138585	0.5726500543
692	0.7914820839	0.5726279858
693	0.791468881	0.5726034153
694	0.7914797218	0.572568221
695	0.7914740196	0.5725411658
696	0.7915303991	0.572525659
697	0.7915502393	0.5725048092
698	0.7915864081	0.5724714846
699	0.7916130397	0.5724388684
700	0.7915985278	0.572421885
701	0.7916336066	0.5723957602
702	0.7916549122	0.572384134
703	0.7916587694	0.5723583937
704	0.7916797066	0.5723484197
705	0.7916760336	0.5723279839
706	0.7916760336	0.5723113129
707	0.7917096436	0.5722690082
708	0.7916955017	0.5722494306
709	0.7916701565	0.5722313443
710	0.7916506866	0.5722085784
711	0.7916330534	0.5721714989
712	0.7916576663	0.5721567914
713	0.7916949526	0.5721305158
714	0.7917000961	0.5721109651
715	0.7917157103	0.5720937535
716	0.7916872399	0.572081105
717	0.7917096527	0.5720497713
718	0.7917291244	0.5720390325
719	0.7917430869	0.5720250479
720	0.7917342692	0.5719941635
721	0.7917311431	0.5719706378
722	0.7917539227	0.5719468144
723	0.7917574133	0.5719290654
724	0.7917317037	0.5718985171
725	0.7917647785	0.5718584928
726	0.7917454858	0.571839789
727	0.7917629421	0.5718248383
728	0.7917644154	0.5717958346
729	0.7917888563	0.5717873968
730	0.7917943652	0.5717723882
731	0.7918211843	0.571753271
732	0.7917958397	0.5717284628
733	0.7917873821	0.5717121164
734	0.7917486132	0.5716910639
735	0.7917609239	0.5716847684
736	0.7917853646	0.571677691
737	0.7917855458	0.5716671618
738	0.7918046595	0.5716547065
739	0.791797676	0.571630388
740	0.7918244956	0.5716172834
741	0.7918467428	0.5716022097
742	0.7918904854	0.5715823648
743	0.791892321	0.5715751138
744	0.7918781726	0.5715517542
745	0.7919009628	0.5715414672
746	0.7919096049	0.5715067501
747	0.7919088912	0.5714598115
748	0.7919267123	0.5714300379
749	0.7919322186	0.5714083032
750	0.7919480256	0.5713855507
751	0.7919410397	0.5713736202
752	0.7919092481	0.5713509173
753	0.7919388489	0.5713240533
754	0.7919035626	0.5712908683
755	0.7919741352	0.5712689543
756	0.7920088927	0.5712336593
757	0.7920000706	0.5712118242
758	0.7919964005	0.571196246
759	0.7920068815	0.5711779836
760	0.7920085402	0.5711563164
761	0.7920225155	0.5711363018
762	0.7920501169	0.571111834
763	0.7920730927	0.5710915728
764	0.7920376236	0.5710722167
765	0.7920267891	0.5710514863
766	0.7920444368	0.5710335548
767	0.7920582396	0.5710103796
768	0.7920758879	0.5709818101
769	0.7920935363	0.5709469077
770	0.7921444739	0.5709289476
771	0.7921691133	0.5709174442
772	0.7921940975	0.5708941324
773	0.7921429864	0.5708660351
774	0.7921426397	0.5708444496
775	0.7921830946	0.5708179065
776	0.7921827496	0.5708023636
777	0.7921526059	0.570783142
778	0.7921577626	0.5707633046
779	0.7921450951	0.5707422374
780	0.7921537477	0.5707211842
781	0.7921700836	0.5707030941
782	0.7922155292	0.5706851948
783	0.792210543	0.5706662695
784	0.7921982217	0.5706436
785	0.7922087092	0.5706234766
786	0.7922107149	0.5706075861
787	0.7922318615	0.5705976625
788	0.7922120332	0.5705848602
789	0.7922015454	0.5705764084
790	0.7922190253	0.5705653151
791	0.7922278512	0.5705487659
792	0.7922061874	0.5705142566
793	0.7921938647	0.5704946539
794	0.792197533	0.570471007
795	0.7921478977	0.5704632771
796	0.7921655508	0.5704479749
797	0.7921727157	0.5704362022
798	0.7921597013	0.5704239124
799	0.7921700174	0.5704161035
800	0.7921666939	0.5703997026
801	0.7921913413	0.5703800801
802	0.7922089959	0.5703688458
803	0.7921981621	0.5703548925
804	0.7921906519	0.5703235833
805	0.7921726502	0.5702935253
806	0.7922289468	0.5702657548
807	0.7922381181	0.5702500538
808	0.792227284	0.5702354346
809	0.7922269408	0.5702172548
810	0.7922322725	0.5701984246
811	0.7922445989	0.5701862125
812	0.7922234436	0.5701751254
813	0.7921896176	0.5701494688
814	0.792241444	0.5701281705
815	0.7922164491	0.5701092586
816	0.7922464331	0.5700884996
817	0.7922642617	0.5700802413
818	0.7922286037	0.5700728063
819	0.7922299236	0.5700524858
820	0.7922457485	0.5700227762
821	0.7922760764	0.5699879327
822	0.792267247	0.5699791465
823	0.7922710859	0.5699647939
824	0.792246262	0.5699556463
825	0.7922482673	0.5699360347
826	0.7922734315	0.5699157382
827	0.7922747539	0.569894948
828	0.7923064019	0.5698791513
829	0.7922600811	0.5698608721
830	0.7922639202	0.5698473007
831	0.7922987268	0.5698052649
832	0.7923763609	0.5697763869
833	0.7923723575	0.5697565486
834	0.7924130106	0.5697272401
835	0.7923971832	0.5697163386
836	0.792407176	0.5696925456
837	0.7924126756	0.5696727351
838	0.7924395014	0.5696432692
839	0.792432504	0.5696149162
840	0.7924353347	0.5695941405
841	0.7924388338	0.5695817702
842	0.7924246706	0.5695501242
843	0.7924696614	0.5695106402
844	0.7924558297	0.5695036375
845	0.7924974937	0.5694610254
846	0.7925098264	0.5694467628
847	0.7925133265	0.5694304359
848	0.792579148	0.5693940231
849	0.7925933123	0.569383121
850	0.7926019811	0.5693691384
851	0.7925789841	0.5693529847
852	0.792579148	0.5693400519
853	0.7925896485	0.5693117151
854	0.7925593227	0.5693012537
855	0.7925553293	0.5692697116
856	0.7925536613	0.5692606928
857	0.7925534969	0.5692450671
858	0.7925661591	0.5692185524
859	0.7925709995	0.5692084973
860	0.7925709995	0.5691950666
861	0.7925479994	0.5691837668
862	0.792548164	0.5691769624
863	0.7925586654	0.5691657574
864	0.7925585011	0.5691548174
865	0.7925246689	0.5691252716
866	0.7924858325	0.5691120942
867	0.7925550005	0.5690868805
868	0.792540669	0.5690790976
869	0.7925335029	0.5690649604
870	0.7925440049	0.5690435234
871	0.792563013	0.569019205
872	0.7925683466	0.5690079773
873	0.7925613446	0.5690008882
874	0.792559512	0.5689846905
875	0.7925698509	0.5689596296
876	0.7926315324	0.5689367326
877	0.7926316952	0.568905288
878	0.7925695227	0.5688991316
879	0.7925606874	0.5688783328
880	0.792578194	0.5688610657
881	0.7925711913	0.568835119
882	0.7925993665	0.5688018072
883	0.7926437066	0.5687821597
884	0.7926437066	0.5687745826
885	0.7926367034	0.5687530047
