iter	F1	Logloss
886	0.7927150329	0.5687328246
887	0.7927241888	0.5687239555
888	0.7926761932	0.5687178851
889	0.7926725299	0.5687021903
890	0.792665203	0.5686853879
891	0.7926490403	0.5686704184
892	0.792664717	0.5686547843
893	0.7926607288	0.5686299242
894	0.7926657388	0.5686246412
895	0.7926939187	0.5686099704
896	0.7926639067	0.5686027252
897	0.7926865909	0.5685898814
898	0.7926669229	0.5685666739
899	0.7926792626	0.5685617459
900	0.7927234486	0.5685398586
901	0.792696937	0.5685100699
902	0.7926792626	0.5685004876
903	0.7926685932	0.5684688475
904	0.7926844356	0.5684556122
905	0.7926896089	0.5684424619
906	0.7926877767	0.5684212715
907	0.7927377807	0.5683917582
908	0.7927039423	0.5683821989
909	0.7927072839	0.5683712565
910	0.7927086325	0.5683555008
911	0.7927386497	0.5683273617
912	0.7927366574	0.5683068076
913	0.7927224839	0.5682834598
914	0.7927316435	0.568260339
915	0.7927263086	0.5682576973
916	0.7927626201	0.5682253919
917	0.7927623003	0.5681981168
918	0.7927903246	0.5681795471
919	0.7928231229	0.5681523324
920	0.7928104662	0.5681278367
921	0.7928261504	0.5681051733
922	0.792881317	0.568084568
923	0.7928741533	0.5680749727
924	0.7928453388	0.5680567544
925	0.79291452	0.5680297908
926	0.7929036962	0.5680201873
927	0.792916037	0.5680012129
928	0.7929073564	0.567994533
929	0.7929108599	0.5679829521
930	0.7929125334	0.5679708542
931	0.7929262354	0.5679609347
932	0.7929227316	0.5679549472
933	0.7929087165	0.5679456757
934	0.7929105467	0.5679261579
935	0.7930004419	0.567905137
936	0.7929845958	0.5678968419
937	0.7929826112	0.5678878933
938	0.7929754477	0.5678760425
939	0.7929560971	0.567845134
940	0.7929480382	0.5678231554
941	0.7929833864	0.5678150897
942	0.7929995405	0.5677953402
943	0.7929855257	0.5677891237
944	0.7929747045	0.5677658501
945	0.7929763788	0.5677553395
946	0.7929835414	0.5677425809
947	0.7929887196	0.5677293758
948	0.7929847508	0.5676995135
949	0.7929682839	0.5676861206
950	0.7929804714	0.5676588026
951	0.7930001326	0.567652153
952	0.7930053119	0.5676403141
953	0.7930088163	0.5676348643
954	0.7930158253	0.567616725
955	0.7930053119	0.567606618
956	0.7930106458	0.5676013051
957	0.7930104913	0.5675926277
958	0.7930552978	0.5675657135
959	0.793050118	0.5675381721
960	0.7930801352	0.5675299574
961	0.7930991816	0.5675155206
962	0.7931078674	0.5675019528
963	0.7931148773	0.567496261
964	0.7931305739	0.5674720548
965	0.7931287454	0.5674669274
966	0.7931322506	0.5674621992
967	0.7931674548	0.567434521
968	0.7931480999	0.567411189
969	0.7931622723	0.5673969966
970	0.7931744657	0.5673899817
971	0.7931563338	0.567371479
972	0.7931647203	0.5673576498
973	0.7931945967	0.567350526
974	0.7931924675	0.567329331
975	0.7931659447	0.5673207276
976	0.7931360675	0.5673133439
977	0.7931677732	0.5672993152
978	0.7931359158	0.5672945292
979	0.7931622874	0.5672760013
980	0.7931354606	0.5672623261
981	0.793126771	0.567253333
982	0.7931740313	0.5672250363
983	0.7931650382	0.5672022222
984	0.7931738804	0.5671958943
985	0.7932168624	0.5671778347
986	0.7932258535	0.5671585815
987	0.7932775189	0.5671403271
988	0.7932913972	0.567131047
989	0.7932450653	0.5671153318
990	0.793310611	0.5670894792
991	0.793289273	0.5670629646
992	0.7933086356	0.5670450293
993	0.7932946076	0.5670239896
994	0.7932786037	0.5670143451
995	0.7933087835	0.5670004796
996	0.7932875937	0.566993454
997	0.7932636829	0.5669647551
998	0.7932546911	0.5669402243
999	0.7932617058	0.5669319169
1000	0.7932742048	0.5669217692
1001	0.7932687206	0.5669073013
1002	0.7932739074	0.5668817964
1003	0.7933164432	0.5668500332
1004	0.7932772663	0.5668281505
1005	0.7932647665	0.5668187831
1006	0.7933056243	0.5668010799
1007	0.7933466271	0.5667765793
1008	0.7933516683	0.5667532959
1009	0.7933460387	0.5667368503
1010	0.7933394645	0.5667195119
1011	0.7933536426	0.5667078764
1012	0.7933551762	0.5666854117
1013	0.7933496938	0.5666766656
1014	0.7933779051	0.5666529014
1015	0.7933759314	0.5666387152
1016	0.7933530548	0.566628755
1017	0.7933353674	0.5666165154
1018	0.7933282039	0.5666022939
1019	0.7933245483	0.5665908173
1020	0.7933468366	0.5665651059
1021	0.7933451559	0.5665569808
1022	0.7934088969	0.5665425529
1023	0.7934262957	0.5665287406
1024	0.7934459579	0.5665201533
1025	0.7934566296	0.566502291
1026	0.7934444209	0.5664796806
1027	0.7934515834	0.5664504858
1028	0.7934514386	0.5664270982
1029	0.7934552369	0.5664011682
1030	0.7934830199	0.5663838602
1031	0.7934737419	0.566366134
1032	0.7935372013	0.5663506993
1033	0.7935442209	0.5663426683
1034	0.7935635966	0.5663192232
1035	0.793593645	0.5662967993
1036	0.7935298957	0.5662862394
1037	0.7935970135	0.5662449759
1038	0.7935843732	0.5662298468
1039	0.7935787527	0.5662096744
1040	0.7936145649	0.5661864723
1041	0.7936054356	0.5661743139
1042	0.79367312	0.5661586329
1043	0.7936464406	0.5661518034
1044	0.7936110546	0.5661358312
1045	0.7935965886	0.566120069
1046	0.7936090874	0.566110777
1047	0.7936318355	0.5661025738
1048	0.7936409639	0.5660868357
1049	0.7936534617	0.5660675037
1050	0.7936748054	0.5660618954
1051	0.7936979733	0.5660410814
1052	0.7937033089	0.5660253976
1053	0.7936853373	0.5660167299
1054	0.7937030304	0.5660024919
1055	0.7937066803	0.5659825767
1056	0.793690394	0.5659591949
1057	0.7937097737	0.5659504078
1058	0.7937080878	0.5659356547
1059	0.7937132847	0.5659181626
1060	0.79372957	0.565903109
1061	0.7937132847	0.5658894461
1062	0.7937149707	0.5658825564
1063	0.7937166568	0.5658781611
1064	0.7937149707	0.5658712691
1065	0.7937448851	0.5658617841
1066	0.7937288765	0.5658570955
1067	0.7936878708	0.5658420075
1068	0.7937231238	0.5658256068
1069	0.793710625	0.565819477
1070	0.7937071136	0.5658156053
1071	0.7937124503	0.5657989932
1072	0.7937159618	0.5657878524
1073	0.7936856263	0.5657692634
1074	0.7936715805	0.5657468609
1075	0.7936624517	0.5657410027
1076	0.7936908238	0.5657177555
1077	0.7937085214	0.5657086481
1078	0.7936992544	0.5656950245
1079	0.7937044526	0.5656785287
1080	0.793720743	0.565659028
1081	0.7937383025	0.5656509836
1082	0.7936957426	0.5656364396
1083	0.7937062782	0.5656258524
1084	0.7937256637	0.5656186003
1085	0.7937345133	0.5656021491
1086	0.7937523506	0.5655804365
1087	0.7937381639	0.5655733675
1088	0.7937516594	0.5655601031
1089	0.7937249696	0.5655508968
1090	0.7937319945	0.5655420351
1091	0.7937440809	0.5655268014
1092	0.7937317171	0.5655206333
1093	0.7937015122	0.5655061721
1094	0.7937192145	0.565498272
1095	0.7937227272	0.565488313
1096	0.7937297527	0.5654779792
1097	0.7937460448	0.5654601958
1098	0.7937585464	0.5654395552
1099	0.79370699	0.5654127658
1100	0.7937194925	0.5654004844
1101	0.7937286208	0.5653936022
1102	0.7937411221	0.5653835761
1103	0.7937232828	0.5653747832
1104	0.7937321332	0.5653664788
1105	0.79371092	0.5653606746
1106	0.7937711853	0.5653432204
1107	0.7937819982	0.5653269184
1108	0.7937840983	0.5653079881
1109	0.7938071345	0.5652869377
1110	0.793803485	0.565281553
1111	0.7937961857	0.5652709267
1112	0.7937978733	0.5652513305
1113	0.7937748356	0.5652450443
1114	0.7937571354	0.5652258556
1115	0.7937676728	0.56521999
1116	0.7938350982	0.565202123
1117	0.7938440844	0.5651981676
1118	0.7938544866	0.5651841343
1119	0.7938650252	0.5651700155
1120	0.7938615123	0.5651543669
1121	0.7938523901	0.5651374082
1122	0.7938508377	0.5651313129
1123	0.7938682669	0.565122497
1124	0.7939227913	0.565081202
1125	0.7939174537	0.5650721644
1126	0.7939298185	0.5650537658
1127	0.7939161681	0.5650285069
1128	0.793917992	0.5650152618
1129	0.7939479228	0.5650020224
1130	0.7939250186	0.5649866066
1131	0.7939161681	0.5649718706
1132	0.7939550835	0.5649548555
1133	0.7939515701	0.5649454964
1134	0.7939463669	0.5649436625
1135	0.793992309	0.5649198046
1136	0.7939834585	0.5649104074
1137	0.7939744747	0.564900466
1138	0.7939743414	0.5648881143
1139	0.7939777218	0.564872372
1140	0.7939670471	0.5648613385
1141	0.7939580623	0.5648365765
1142	0.7940161105	0.5648239571
1143	0.7939787459	0.5648136524
1144	0.7939894217	0.5647928938
1145	0.7940017881	0.5647850265
1146	0.7940109054	0.5647662079
1147	0.7940480037	0.5647537394
1148	0.7940797656	0.5647394128
1149	0.7941009843	0.5647218101
1150	0.7941097061	0.5647147281
1151	0.7941396481	0.5646990529
1152	0.794166722	0.5646900986
1153	0.7941826036	0.5646769769
1154	0.7942267348	0.5646378724
1155	0.7942391021	0.5646235521
1156	0.7942160612	0.5646113176
1157	0.7942427448	0.5645931233
1158	0.7942232195	0.5645851875
1159	0.7942288117	0.5645716994
1160	0.7942358419	0.5645626773
1161	0.7942230917	0.5645378098
1162	0.794235204	0.5645138294
1163	0.794192249	0.564493463
1164	0.7941919919	0.5644814477
1165	0.7942005888	0.5644762338
1166	0.7942057986	0.5644564668
1167	0.7942007172	0.5644488576
1168	0.7942146528	0.5644331075
1169	0.7942057986	0.5644157355
1170	0.794236005	0.5643974961
1171	0.7942307948	0.5643903378
1172	0.7942073643	0.5643810505
1173	0.794225329	0.5643742418
1174	0.7942466809	0.5643658794
1175	0.7942574836	0.5643466238
1176	0.7942770124	0.5643420114
1177	0.7942787072	0.5643309518
1178	0.7942822234	0.5643198941
1179	0.794280402	0.5643088659
1180	0.794287308	0.5642996609
1181	0.7943086588	0.5642800073
1182	0.7942606186	0.5642708232
1183	0.7942959096	0.5642589292
1184	0.7942300285	0.5642483506
1185	0.7942386285	0.5642330672
1186	0.7942545174	0.5642261541
1187	0.7942761256	0.5642104356
1188	0.7942904453	0.5642031419
1189	0.7943153141	0.5641865876
1190	0.7943544995	0.5641641761
1191	0.7943433234	0.5641529739
1192	0.7943200234	0.564140897
1193	0.7943183277	0.5641343198
1194	0.7943359133	0.5641204067
1195	0.7943200234	0.5641070568
1196	0.7943607841	0.5641041463
1197	0.7943218448	0.5640948804
1198	0.7943394305	0.5640875691
1199	0.7943820125	0.5640752214
1200	0.7943800672	0.5640568971
1201	0.794404938	0.564047997
1202	0.7944101524	0.5640389472
1203	0.794415367	0.5640332521
1204	0.7944279876	0.5640160265
1205	0.7944386637	0.5640093238
1206	0.7944384174	0.5639913035
1207	0.7944205819	0.5639788824
1208	0.7943636774	0.5639751676
1209	0.794379445	0.5639624365
1210	0.7944362274	0.5639486579
1211	0.7943920681	0.5639374468
1212	0.7943920681	0.5639296374
1213	0.794422279	0.5639228131
1214	0.7944204583	0.5639130364
1215	0.7943885504	0.5638972087
1216	0.7944113544	0.563883052
1217	0.7944219085	0.5638682138
1218	0.794429068	0.5638588144
1219	0.7944344068	0.5638547389
1220	0.7944215379	0.5638454044
1221	0.794428698	0.5638346067
1222	0.7944317231	0.5638272756
1223	0.7944936087	0.5638077416
1224	0.7945556176	0.5637939561
1225	0.7945858321	0.5637741026
1226	0.7946035486	0.5637709107
1227	0.7945643556	0.5637595113
1228	0.7945573169	0.5637478362
1229	0.7945377798	0.563744565
1230	0.794553677	0.563720979
1231	0.7945537976	0.5637140098
1232	0.7945573169	0.5636987763
1233	0.7946586354	0.5636733492
1234	0.7946638557	0.5636680513
1235	0.7946513595	0.5636566722
1236	0.7946249037	0.5636490371
1237	0.7946285421	0.5636401575
1238	0.7946426199	0.5636286108
1239	0.7946423826	0.5636109072
1240	0.7946603361	0.5635966085
1241	0.7946779344	0.5635743431
1242	0.7946529417	0.5635555793
1243	0.7946884938	0.5635385874
1244	0.7947026907	0.5635287101
1245	0.7947080292	0.5635248639
1246	0.7947026907	0.5635170203
1247	0.794718589	0.5634952546
1248	0.7947205244	0.5634815305
1249	0.7947346042	0.563464358
1250	0.7947381242	0.5634551925
1251	0.7947205244	0.5634405969
1252	0.794739826	0.5634157302
1253	0.7947488008	0.5634105895
1254	0.7948038834	0.5633906873
1255	0.7947896874	0.5633848556
1256	0.7947751443	0.563374681
1257	0.7947733262	0.5633649168
1258	0.7947198228	0.5633526589
1259	0.794760367	0.563342154
1260	0.7947904669	0.5633368123
1261	0.794779789	0.5633274776
1262	0.7947867152	0.5633166984
1263	0.7948060233	0.5632940018
1264	0.7948148837	0.5632909192
1265	0.7947330879	0.5632746376
1266	0.7947366089	0.563264605
1267	0.7947188871	0.5632527724
1268	0.7947187701	0.5632487964
1269	0.7947258122	0.5632387538
1270	0.7947613731	0.5632266297
1271	0.7947844348	0.5632160109
1272	0.7947880716	0.5632011864
1273	0.7947771609	0.5631687938
1274	0.7948035145	0.5631490873
1275	0.7948285105	0.5631313894
1276	0.7948535048	0.5631210722
1277	0.7948870182	0.5631082152
1278	0.7949048537	0.56308792
1279	0.7949086012	0.5630722082
1280	0.7949050794	0.5630701111
1281	0.794870886	0.5630605066
1282	0.7948531627	0.5630485494
1283	0.79490815	0.5630368719
1284	0.7948922444	0.5630219096
1285	0.7948990624	0.5630045046
1286	0.7948989494	0.5629975522
1287	0.7948795207	0.5629812437
1288	0.7948635008	0.5629762829
1289	0.7948792938	0.562965559
1290	0.7949003151	0.5629582693
1291	0.7948861118	0.5629508509
1292	0.7949055425	0.5629407023
1293	0.7948947485	0.5629266561
1294	0.7949534922	0.5629110805
1295	0.7949481521	0.5629000877
1296	0.7949516749	0.5628833313
1297	0.7949391771	0.5628742693
1298	0.7949320192	0.5628666062
1299	0.7949588322	0.5628571444
1300	0.7949498575	0.5628493811
1301	0.7949500813	0.5628357792
1302	0.7949446293	0.5628243589
1303	0.7949412187	0.5628212368
1304	0.7949571267	0.5627988021
1305	0.7949284964	0.5627854239
1306	0.7949534922	0.5627661944
1307	0.7949572384	0.5627580924
1308	0.7949517867	0.5627479837
1309	0.7949269036	0.5627264058
1310	0.7949265664	0.562713566
1311	0.7949354298	0.5627092322
1312	0.7949622434	0.5626958932
1313	0.7949678065	0.5626831611
1314	0.7949925775	0.5626770901
1315	0.794972478	0.5626473402
1316	0.7949689548	0.5626406532
1317	0.7949352054	0.5626282198
1318	0.7949598677	0.56261391
1319	0.7949971414	0.5626013155
1320	0.7950131629	0.5625941844
1321	0.7950112354	0.5625827904
1322	0.7949864601	0.5625748729
1323	0.7950432782	0.5625581239
1324	0.7950183929	0.5625479995
1325	0.7950413516	0.5625386683
1326	0.7950645299	0.5625340138
1327	0.7950697608	0.562521865
1328	0.7950930469	0.562507768
1329	0.7951160059	0.5624925232
1330	0.7951425976	0.5624872624
1331	0.7951407817	0.5624735477
1332	0.7951440906	0.5624634825
1333	0.7951404587	0.5624586448
1334	0.7951368266	0.5624415292
1335	0.7951171728	0.5624284348
1336	0.7951099074	0.5624161102
1337	0.7951454761	0.5624091233
1338	0.7951704697	0.5623946005
1339	0.7951775187	0.5623805853
1340	0.7951668381	0.5623653621
1341	0.7951634207	0.5623587234
1342	0.7951952484	0.5623524324
1343	0.795204007	0.5623356498
1344	0.7951810433	0.5623309813
1345	0.795195142	0.5623214938
1346	0.7952058225	0.5623093328
1347	0.7951968511	0.5622925824
1348	0.7952110566	0.56227682
1349	0.7952093473	0.5622607738
1350	0.7951952484	0.562256494
1351	0.7952394672	0.5622428484
1352	0.7952750321	0.5622272769
1353	0.7952732173	0.5622233232
1354	0.7952571973	0.5622113221
1355	0.7952678773	0.5622099342
1356	0.7952749274	0.5622001709
1357	0.795308677	0.5621897873
1358	0.7953316431	0.5621762603
1359	0.7953032331	0.5621590898
1360	0.795297789	0.5621473202
1361	0.7952887147	0.5621422003
1362	0.7953013143	0.5621285679
1363	0.7952765329	0.562114168
1364	0.7952604072	0.5621049689
1365	0.7953048397	0.5620976601
1366	0.7952923445	0.5620876071
1367	0.7953083651	0.5620794845
1368	0.7953065503	0.5620649719
1369	0.7953097639	0.5620554964
1370	0.7953132897	0.5620529346
1371	0.7953343412	0.5620426594
1372	0.7953113709	0.5620272288
1373	0.795311267	0.5620158923
1374	0.7952969551	0.5620046523
1375	0.7953180075	0.5619939499
1376	0.795307429	0.5619836688
1377	0.7953198225	0.5619716069
1378	0.7953497446	0.5619519994
1379	0.7953817914	0.5619448703
1380	0.7953782649	0.5619353257
1381	0.7953835035	0.5619306444
1382	0.7953852157	0.561920731
1383	0.7953551888	0.5619080516
1384	0.7953781624	0.5619049516
1385	0.79537806	0.5618950932
1386	0.7954064779	0.5618845921
1387	0.7953958978	0.5618779021
1388	0.7953764504	0.561863516
1389	0.7953764504	0.5618592673
1390	0.7954348954	0.5618522469
1391	0.7954205852	0.5618489958
1392	0.7954312673	0.5618367598
1393	0.7954312673	0.5618280343
1394	0.795431166	0.5618158074
1395	0.79543822	0.5618124148
1396	0.7954275376	0.5618079779
1397	0.7954543439	0.5617931936
1398	0.7954986831	0.5617799352
1399	0.7954915289	0.5617703002
1400	0.7954718788	0.5617604948
1401	0.7954610961	0.5617511732
1402	0.7954752054	0.561733583
1403	0.7954858879	0.561726967
1404	0.7955142077	0.5617179752
1405	0.7955142077	0.5617028855
1406	0.7954963704	0.5616951927
1407	0.7954962705	0.5616889802
1408	0.7955141082	0.5616753457
1409	0.7955351758	0.5616660377
1410	0.7955246914	0.5616562887
1411	0.7955370882	0.5616508621
1412	0.7955175365	0.561639625
1413	0.7955120956	0.5616288379
1414	0.7955138098	0.5616211446
1415	0.7955138098	0.5616107587
1416	0.7954978846	0.5616027708
1417	0.7955174371	0.5615975876
1418	0.7955262073	0.5615865292
1419	0.7955387037	0.5615716844
1420	0.7955404183	0.5615632454
1421	0.7955510025	0.5615529021
1422	0.7955580588	0.5615493886
1423	0.7955775133	0.5615435565
1424	0.7955880005	0.5615277978
1425	0.795596773	0.5615109335
1426	0.7955843741	0.5615021798
1427	0.7955894224	0.5614792867
1428	0.7955857958	0.5614746431
1429	0.7955857958	0.5614597436
1430	0.7956036353	0.5614463678
1431	0.7956106929	0.5614412062
1432	0.7955982933	0.561431849
1433	0.7956213768	0.5614218894
1434	0.7956107903	0.5614155422
1435	0.7955983909	0.5614080969
1436	0.7955878048	0.5613945619
1437	0.7956337766	0.5613818168
1438	0.7956409312	0.5613724451
1439	0.7956640143	0.561364347
1440	0.7956514218	0.5613570095
1441	0.7956585764	0.5613484308
1442	0.7956408346	0.5613451194
1443	0.7956158405	0.5613339723
1444	0.7956033427	0.5613188686
1445	0.795605156	0.561306703
1446	0.7956032452	0.5613004
1447	0.7956121168	0.5612830407
1448	0.7956581912	0.5612741004
1449	0.7956617207	0.5612690692
1450	0.7956742179	0.561260282
1451	0.7957008326	0.5612414436
1452	0.795720388	0.5612351565
1453	0.7957149511	0.5612325929
1454	0.7956990201	0.5612275636
1455	0.7956742179	0.56121899
1456	0.795665154	0.5612041767
1457	0.7956508431	0.5611932572
1458	0.7956471204	0.5611818196
1459	0.7956485474	0.5611559899
1460	0.7956395774	0.5611471186
1461	0.7956449208	0.5611376363
1462	0.7956431075	0.5611283059
1463	0.7956821318	0.5611201388
1464	0.7956678188	0.5611050182
1465	0.7956694398	0.5610937518
1466	0.7957084668	0.5610839514
1467	0.7957263099	0.5610771145
1468	0.7957263099	0.561069903
1469	0.7957297458	0.5610493263
1470	0.7957547442	0.5610357598
1471	0.7957192487	0.5610289224
1472	0.7957192487	0.5610244577
1473	0.7957298405	0.5610190937
1474	0.7957192487	0.5610107873
1475	0.795724592	0.560992714
1476	0.7956890011	0.5609738435
1477	0.7957368073	0.5609668325
1478	0.7957529317	0.5609550686
1479	0.7957314638	0.5609410554
1480	0.7957261203	0.5609348382
1481	0.7957314638	0.5609316189
1482	0.7957529317	0.5609204514
1483	0.7957511192	0.5609162683
1484	0.7957101845	0.5609028083
1485	0.7957226844	0.5608884686
1486	0.7957227793	0.5608790962
1487	0.7957545558	0.5608639431
1488	0.7957492124	0.5608485476
1489	0.7957579926	0.5608385043
1490	0.7957615236	0.5608305003
1491	0.795779179	0.5608187619
1492	0.7957773666	0.5608101747
1493	0.7958373089	0.560788909
1494	0.795826621	0.5607835237
1495	0.795826621	0.5607695614
1496	0.7958301528	0.5607588017
1497	0.7958354044	0.5607378216
1498	0.7958443726	0.5607301337
1499	0.7958497164	0.5607196056
